use_async,use_mmap,use_parallel,cold_cache,repeat,duration
true,false,false,false,66,0.3853
false,true,true,true,66,0.7669
false,true,true,false,66,0.0507
false,true,false,true,66,2.5486
false,true,false,false,66,0.1250
false,false,true,true,66,0.6301
false,false,true,false,66,0.0842
false,false,false,true,66,0.7039
false,false,false,false,66,0.1601
true,true,true,true,67,2.5796
true,true,true,false,67,0.1239
true,false,true,true,67,0.6283
true,false,true,false,67,0.2993
true,false,false,true,67,0.7326
true,false,false,false,67,0.3831
false,true,true,true,67,0.7700
false,true,true,false,67,0.0553
false,true,false,true,67,2.7905
false,true,false,false,67,0.1308
false,false,true,true,67,0.6252
false,false,true,false,67,0.0716
false,false,false,true,67,0.6983
false,false,false,false,67,0.1467
true,true,true,true,68,2.6304
true,true,true,false,68,0.1304
true,false,true,true,68,0.6247
true,false,true,false,68,0.2703
true,false,false,true,68,0.7401
true,false,false,false,68,0.3987
false,true,true,true,68,0.7827
false,true,true,false,68,0.0513
false,true,false,true,68,2.6022
false,true,false,false,68,0.1218
false,false,true,true,68,0.6208
false,false,true,false,68,0.0761
false,false,false,true,68,0.7024
false,false,false,false,68,0.1503
true,true,true,true,69,2.5606
true,true,true,false,69,0.1236
true,false,true,true,69,0.6313
true,false,true,false,69,0.3078
true,false,false,true,69,0.8853
true,false,false,false,69,0.4150
false,true,true,true,69,0.7974
false,true,true,false,69,0.0521
false,true,false,true,69,2.5563
false,true,false,false,69,0.1250
false,false,true,true,69,0.6258
false,false,true,false,69,0.0813
false,false,false,true,69,0.7155
false,false,false,false,69,0.1735
true,true,true,true,70,2.7305
true,true,true,false,70,0.1227
true,false,true,true,70,0.6280
true,false,true,false,70,0.2522
true,false,false,true,70,0.7398
true,false,false,false,70,0.3941
false,true,true,true,70,0.7667
false,true,true,false,70,0.0508
false,true,false,true,70,2.6054
false,true,false,false,70,0.1216
false,false,true,true,70,0.6244
false,false,true,false,70,0.0712
false,false,false,true,70,0.6852
false,false,false,false,70,0.1544
true,true,true,true,71,2.7231
true,true,true,false,71,0.1262
true,false,true,true,71,0.6245
true,false,true,false,71,0.2794
true,false,false,true,71,0.7440
true,false,false,false,71,0.4043
false,true,true,true,71,0.7960
false,true,true,false,71,0.0507
false,true,false,true,71,2.6826
false,true,false,false,71,0.1351
false,false,true,true,71,0.6250
false,false,true,false,71,0.0770
false,false,false,true,71,0.7147
false,false,false,false,71,0.1592
true,true,true,true,72,2.8859
true,true,true,false,72,0.1273
true,false,true,true,72,0.6283
true,false,true,false,72,0.2734
true,false,false,true,72,0.7784
true,false,false,false,72,0.3606
false,true,true,true,72,0.7703
false,true,true,false,72,0.0677
false,true,false,true,72,2.7242
false,true,false,false,72,0.1237
false,false,true,true,72,0.6218
false,false,true,false,72,0.0811
false,false,false,true,72,0.7008
false,false,false,false,72,0.1442
true,true,true,true,73,2.7691
true,true,true,false,73,0.1223
true,false,true,true,73,0.6305
true,false,true,false,73,0.2826
true,false,false,true,73,0.7457
true,false,false,false,73,0.3852
false,true,true,true,73,0.7857
false,true,true,false,73,0.0517
false,true,false,true,73,2.6752
false,true,false,false,73,0.1210
false,false,true,true,73,0.6249
false,false,true,false,73,0.0853
false,false,false,true,73,0.7101
false,false,false,false,73,0.1618
true,true,true,true,74,2.7864
true,true,true,false,74,0.1223
true,false,true,true,74,0.6303
true,false,true,false,74,0.2649
true,false,false,true,74,0.7433
true,false,false,false,74,0.3809
false,true,true,true,74,0.8108
false,true,true,false,74,0.0536
false,true,false,true,74,2.7336
false,true,false,false,74,0.1230
false,false,true,true,74,0.6228
false,false,true,false,74,0.0833
false,false,false,true,74,0.7026
false,false,false,false,74,0.1452
true,true,true,true,75,2.7685
true,true,true,false,75,0.1230
true,false,true,true,75,0.6271
true,false,true,false,75,0.2946
true,false,false,true,75,0.7449
true,false,false,false,75,0.4014
false,true,true,true,75,0.7886
false,true,true,false,75,0.0509
false,true,false,true,75,2.6109
false,true,false,false,75,0.1213
false,false,true,true,75,0.6243
false,false,true,false,75,0.0730
false,false,false,true,75,0.7004
false,false,false,false,75,0.1597
true,true,true,true,76,2.6080
true,true,true,false,76,0.1236
true,false,true,true,76,0.6273
true,false,true,false,76,0.2818
true,false,false,true,76,0.7336
true,false,false,false,76,0.3925
false,true,true,true,76,0.7808
false,true,true,false,76,0.0538
false,true,false,true,76,2.9214
false,true,false,false,76,0.1229
false,false,true,true,76,0.6261
false,false,true,false,76,0.0808
false,false,false,true,76,0.7150
false,false,false,false,76,0.1658
true,true,true,true,77,2.6546
true,true,true,false,77,0.1244
true,false,true,true,77,0.6313
true,false,true,false,77,0.3053
true,false,false,true,77,0.7477
true,false,false,false,77,0.3933
false,true,true,true,77,0.7718
false,true,true,false,77,0.0547
false,true,false,true,77,2.5525
false,true,false,false,77,0.1247
false,false,true,true,77,0.6267
false,false,true,false,77,0.0697
false,false,false,true,77,0.6815
false,false,false,false,77,0.1639
true,true,true,true,78,2.6306
true,true,true,false,78,0.1262
true,false,true,true,78,0.6242
true,false,true,false,78,0.2955
true,false,false,true,78,0.7532
true,false,false,false,78,0.3873
false,true,true,true,78,0.7766
false,true,true,false,78,0.0535
false,true,false,true,78,2.6052
false,true,false,false,78,0.1214
false,false,true,true,78,0.6254
false,false,true,false,78,0.0705
false,false,false,true,78,0.7135
false,false,false,false,78,0.1540
true,true,true,true,79,2.6158
true,true,true,false,79,0.1231
true,false,true,true,79,0.6251
true,false,true,false,79,0.2875
true,false,false,true,79,0.7628
true,false,false,false,79,0.3647
false,true,true,true,79,0.7903
false,true,true,false,79,0.0528
false,true,false,true,79,2.6484
false,true,false,false,79,0.1204
false,false,true,true,79,0.6217
false,false,true,false,79,0.0735
false,false,false,true,79,0.6960
false,false,false,false,79,0.1528
true,true,true,true,80,2.7744
true,true,true,false,80,0.1333
true,false,true,true,80,0.6269
true,false,true,false,80,0.3110
true,false,false,true,80,0.7553
true,false,false,false,80,0.3914
false,true,true,true,80,0.7786
false,true,true,false,80,0.0590
false,true,false,true,80,2.6012
false,true,false,false,80,0.1240
false,false,true,true,80,0.6255
false,false,true,false,80,0.0731
false,false,false,true,80,0.7075
false,false,false,false,80,0.1508
true,true,true,true,81,2.8533
true,true,true,false,81,0.1369
true,false,true,true,81,0.6289
true,false,true,false,81,0.2758
true,false,false,true,81,0.7412
true,false,false,false,81,0.4130
false,true,true,true,81,0.8291
false,true,true,false,81,0.0533
false,true,false,true,81,2.6741
false,true,false,false,81,0.1231
false,false,true,true,81,0.6256
false,false,true,false,81,0.0809
false,false,false,true,81,0.7056
false,false,false,false,81,0.1461
true,true,true,true,82,2.5265
true,true,true,false,82,0.1253
true,false,true,true,82,0.6335
true,false,true,false,82,0.2749
true,false,false,true,82,0.7421
true,false,false,false,82,0.4045
false,true,true,true,82,0.7785
false,true,true,false,82,0.0539
false,true,false,true,82,2.6074
false,true,false,false,82,0.1219
false,false,true,true,82,0.6239
false,false,true,false,82,0.0882
false,false,false,true,82,0.6928
false,false,false,false,82,0.1527
true,true,true,true,83,2.6475
true,true,true,false,83,0.1237
true,false,true,true,83,0.6312
true,false,true,false,83,0.2722
true,false,false,true,83,0.7614
true,false,false,false,83,0.3969
false,true,true,true,83,0.7901
false,true,true,false,83,0.0546
false,true,false,true,83,2.5297
false,true,false,false,83,0.1288
false,false,true,true,83,0.6224
false,false,true,false,83,0.0690
false,false,false,true,83,0.7097
false,false,false,false,83,0.1557
true,true,true,true,84,2.6703
true,true,true,false,84,0.1229
true,false,true,true,84,0.6323
true,false,true,false,84,0.3068
true,false,false,true,84,0.7377
true,false,false,false,84,0.3858
false,true,true,true,84,0.7796
false,true,true,false,84,0.0523
false,true,false,true,84,2.5705
false,true,false,false,84,0.1269
false,false,true,true,84,0.8850
false,false,true,false,84,0.0717
false,false,false,true,84,0.6941
false,false,false,false,84,0.1591
true,true,true,true,85,3.0087
true,true,true,false,85,0.1323
true,false,true,true,85,0.6299
true,false,true,false,85,0.2925
true,false,false,true,85,1.9131
true,false,false,false,85,0.4103
false,true,true,true,85,0.7647
false,true,true,false,85,0.0508
false,true,false,true,85,2.7681
false,true,false,false,85,0.1248
false,false,true,true,85,0.6260
false,false,true,false,85,0.0721
false,false,false,true,85,0.7035
false,false,false,false,85,0.1528
true,true,true,true,86,2.7948
true,true,true,false,86,0.1236
true,false,true,true,86,0.6289
true,false,true,false,86,0.2785
true,false,false,true,86,0.7177
true,false,false,false,86,0.4109
false,true,true,true,86,0.7879
false,true,true,false,86,0.0563
false,true,false,true,86,2.5790
false,true,false,false,86,0.1216
false,false,true,true,86,0.6238
false,false,true,false,86,0.0868
false,false,false,true,86,0.7070
false,false,false,false,86,0.1543
true,true,true,true,87,2.7530
true,true,true,false,87,0.1252
true,false,true,true,87,0.6252
true,false,true,false,87,0.2541
true,false,false,true,87,0.7643
true,false,false,false,87,0.3893
false,true,true,true,87,0.7948
false,true,true,false,87,0.0572
false,true,false,true,87,2.5558
false,true,false,false,87,0.1218
false,false,true,true,87,0.6287
false,false,true,false,87,0.0836
false,false,false,true,87,0.7024
false,false,false,false,87,0.1464
true,true,true,true,88,2.5584
true,true,true,false,88,0.1234
true,false,true,true,88,0.6347
true,false,true,false,88,0.3112
true,false,false,true,88,1.7343
true,false,false,false,88,0.3637
false,true,true,true,88,0.7873
false,true,true,false,88,0.0649
false,true,false,true,88,2.5636
false,true,false,false,88,0.1216
false,false,true,true,88,0.6285
false,false,true,false,88,0.0806
false,false,false,true,88,0.7160
false,false,false,false,88,0.1459
true,true,true,true,89,2.5728
true,true,true,false,89,0.1226
true,false,true,true,89,0.6259
true,false,true,false,89,0.3011
true,false,false,true,89,0.7280
true,false,false,false,89,0.3766
false,true,true,true,89,0.8055
false,true,true,false,89,0.0513
false,true,false,true,89,2.6058
false,true,false,false,89,0.1231
false,false,true,true,89,0.6253
false,false,true,false,89,0.0803
false,false,false,true,89,0.6875
false,false,false,false,89,0.1569
true,true,true,true,90,2.8738
true,true,true,false,90,0.1227
true,false,true,true,90,0.6272
true,false,true,false,90,0.2883
true,false,false,true,90,0.7409
true,false,false,false,90,0.3977
false,true,true,true,90,0.7639
false,true,true,false,90,0.0525
false,true,false,true,90,2.8509
false,true,false,false,90,0.1215
false,false,true,true,90,0.6253
false,false,true,false,90,0.0753
false,false,false,true,90,0.7039
false,false,false,false,90,0.1501
true,true,true,true,91,2.6024
true,true,true,false,91,0.1277
true,false,true,true,91,0.6304
true,false,true,false,91,0.2828
true,false,false,true,91,0.7451
true,false,false,false,91,0.3985
false,true,true,true,91,0.8213
false,true,true,false,91,0.0542
false,true,false,true,91,2.6273
false,true,false,false,91,0.1249
false,false,true,true,91,0.6268
false,false,true,false,91,0.0701
false,false,false,true,91,0.7149
false,false,false,false,91,0.1510
true,true,true,true,92,2.6402
true,true,true,false,92,0.1228
true,false,true,true,92,0.6348
true,false,true,false,92,0.2854
true,false,false,true,92,0.7459
true,false,false,false,92,0.3810
false,true,true,true,92,0.7818
false,true,true,false,92,0.0516
false,true,false,true,92,2.5801
false,true,false,false,92,0.1225
false,false,true,true,92,0.6245
false,false,true,false,92,0.0697
false,false,false,true,92,0.7062
false,false,false,false,92,0.1525
true,true,true,true,93,2.7617
true,true,true,false,93,0.1266
true,false,true,true,93,0.6286
true,false,true,false,93,0.2746
true,false,false,true,93,0.7523
true,false,false,false,93,0.4124
false,true,true,true,93,0.7624
false,true,true,false,93,0.0629
false,true,false,true,93,2.6119
false,true,false,false,93,0.1217
false,false,true,true,93,0.6299
false,false,true,false,93,0.0866
false,false,false,true,93,0.7111
false,false,false,false,93,0.1492
true,true,true,true,94,2.7097
true,true,true,false,94,0.1271
true,false,true,true,94,0.6274
true,false,true,false,94,0.2878
true,false,false,true,94,0.7233
true,false,false,false,94,0.3833
false,true,true,true,94,0.7904
false,true,true,false,94,0.0571
false,true,false,true,94,2.6059
false,true,false,false,94,0.1276
false,false,true,true,94,0.6265
false,false,true,false,94,0.0792
false,false,false,true,94,0.6983
false,false,false,false,94,0.1620
true,true,true,true,95,2.6309
true,true,true,false,95,0.1259
true,false,true,true,95,0.6306
true,false,true,false,95,0.2785
true,false,false,true,95,0.7750
true,false,false,false,95,0.3677
false,true,true,true,95,0.7463
false,true,true,false,95,0.0509
false,true,false,true,95,2.5801
false,true,false,false,95,0.1255
false,false,true,true,95,0.6317
false,false,true,false,95,0.0778
false,false,false,true,95,0.7050
false,false,false,false,95,0.1530
true,true,true,true,96,2.5932
true,true,true,false,96,0.1299
true,false,true,true,96,0.6312
true,false,true,false,96,0.2792
true,false,false,true,96,0.7549
true,false,false,false,96,0.4082
false,true,true,true,96,0.8135
false,true,true,false,96,0.0497
false,true,false,true,96,2.5539
false,true,false,false,96,0.1234
false,false,true,true,96,0.6294
false,false,true,false,96,0.1022
false,false,false,true,96,0.7057
false,false,false,false,96,0.1503
true,true,true,true,97,2.5467
true,true,true,false,97,0.1232
true,false,true,true,97,0.6298
true,false,true,false,97,0.2987
true,false,false,true,97,0.7275
true,false,false,false,97,0.3945
false,true,true,true,97,0.7902
false,true,true,false,97,0.0509
false,true,false,true,97,2.6106
false,true,false,false,97,0.1309
false,false,true,true,97,0.6278
false,false,true,false,97,0.0867
false,false,false,true,97,0.7252
false,false,false,false,97,0.1543
true,true,true,true,98,2.7643
true,true,true,false,98,0.1253
true,false,true,true,98,0.6235
true,false,true,false,98,0.2864
true,false,false,true,98,0.7572
true,false,false,false,98,0.4026
false,true,true,true,98,0.7722
false,true,true,false,98,0.0513
false,true,false,true,98,2.9036
false,true,false,false,98,0.1235
false,false,true,true,98,0.6274
false,false,true,false,98,0.0819
false,false,false,true,98,0.7069
false,false,false,false,98,0.1500
true,true,true,true,99,2.5963
true,true,true,false,99,0.1221
true,false,true,true,99,0.6288
true,false,true,false,99,0.2928
true,false,false,true,99,1.2689
true,false,false,false,99,0.4025
false,true,true,true,99,0.7991
false,true,true,false,99,0.0497
false,true,false,true,99,2.7114
false,true,false,false,99,0.1247
false,false,true,true,99,0.6290
false,false,true,false,99,0.0797
false,false,false,true,99,0.7026
false,false,false,false,99,0.1553
true,true,true,true,100,2.8430
true,true,true,false,100,0.1373
true,false,true,true,100,0.6325
true,false,true,false,100,0.2943
true,false,false,true,100,0.7482
true,false,false,false,100,0.3960
false,true,true,true,100,0.7732
false,true,true,false,100,0.0569
false,true,false,true,100,3.7276
false,true,false,false,100,0.1271
false,false,true,true,100,0.6260
false,false,true,false,100,0.0838
false,false,false,true,100,0.7089
false,false,false,false,100,0.1450
true,true,true,true,101,2.5725
true,true,true,false,101,0.1233
true,false,true,true,101,0.6333
true,false,true,false,101,0.2961
true,false,false,true,101,0.7387
true,false,false,false,101,0.3893
false,true,true,true,101,0.7882
false,true,true,false,101,0.0513
false,true,false,true,101,2.5630
false,true,false,false,101,0.1220
false,false,true,true,101,0.6242
false,false,true,false,101,0.0726
false,false,false,true,101,0.7004
false,false,false,false,101,0.1571
true,true,true,true,102,2.5522
true,true,true,false,102,0.1247
true,false,true,true,102,0.6430
true,false,true,false,102,0.3063
true,false,false,true,102,0.7789
true,false,false,false,102,0.3796
false,true,true,true,102,0.7790
false,true,true,false,102,0.0527
false,true,false,true,102,2.5511
false,true,false,false,102,0.1230
false,false,true,true,102,0.6266
false,false,true,false,102,0.0709
false,false,false,true,102,0.6927
false,false,false,false,102,0.1466
true,true,true,true,103,2.7094
true,true,true,false,103,0.1250
true,false,true,true,103,0.6392
true,false,true,false,103,0.2650
true,false,false,true,103,0.7497
true,false,false,false,103,0.4056
false,true,true,true,103,0.7931
false,true,true,false,103,0.0610
false,true,false,true,103,2.5472
false,true,false,false,103,0.1224
false,false,true,true,103,0.6253
false,false,true,false,103,0.0695
false,false,false,true,103,0.7119
false,false,false,false,103,0.1568
true,true,true,true,104,2.5456
true,true,true,false,104,0.1229
true,false,true,true,104,0.6306
true,false,true,false,104,0.2291
true,false,false,true,104,0.7309
true,false,false,false,104,0.3865
false,true,true,true,104,0.8061
false,true,true,false,104,0.0508
false,true,false,true,104,2.7815
false,true,false,false,104,0.1321
false,false,true,true,104,0.6277
false,false,true,false,104,0.0820
false,false,false,true,104,0.7009
false,false,false,false,104,0.1604
true,true,true,true,105,2.7051
true,true,true,false,105,0.1239
true,false,true,true,105,0.6256
true,false,true,false,105,0.2832
true,false,false,true,105,0.7541
true,false,false,false,105,0.3882
false,true,true,true,105,0.7977
false,true,true,false,105,0.0528
false,true,false,true,105,2.5542
false,true,false,false,105,0.1244
false,false,true,true,105,0.6300
false,false,true,false,105,0.0651
false,false,false,true,105,0.6875
false,false,false,false,105,0.1549
true,true,true,true,106,2.5746
true,true,true,false,106,0.1267
true,false,true,true,106,0.6287
true,false,true,false,106,0.2994
true,false,false,true,106,0.7555
true,false,false,false,106,0.3838
false,true,true,true,106,0.7968
false,true,true,false,106,0.0511
false,true,false,true,106,2.5990
false,true,false,false,106,0.1238
false,false,true,true,106,0.6281
false,false,true,false,106,0.0771
false,false,false,true,106,0.7221
false,false,false,false,106,0.1488
true,true,true,true,107,2.7640
true,true,true,false,107,0.1243
true,false,true,true,107,0.6347
true,false,true,false,107,0.2710
true,false,false,true,107,0.7402
true,false,false,false,107,0.4100
false,true,true,true,107,0.7737
false,true,true,false,107,0.0552
false,true,false,true,107,2.7183
false,true,false,false,107,0.1242
false,false,true,true,107,0.6288
false,false,true,false,107,0.0837
false,false,false,true,107,0.7017
false,false,false,false,107,0.1575
true,true,true,true,108,2.6796
true,true,true,false,108,0.1223
true,false,true,true,108,0.6299
true,false,true,false,108,0.2662
true,false,false,true,108,0.7533
true,false,false,false,108,0.3880
false,true,true,true,108,0.7973
false,true,true,false,108,0.0536
false,true,false,true,108,2.6133
false,true,false,false,108,0.1232
false,false,true,true,108,0.6302
false,false,true,false,108,0.0743
false,false,false,true,108,0.7110
false,false,false,false,108,0.1514
true,true,true,true,109,2.6253
true,true,true,false,109,0.1223
true,false,true,true,109,0.6296
true,false,true,false,109,0.2824
true,false,false,true,109,0.7785
true,false,false,false,109,0.3730
false,true,true,true,109,0.7637
false,true,true,false,109,0.0524
false,true,false,true,109,2.7947
false,true,false,false,109,0.1270
false,false,true,true,109,0.6227
false,false,true,false,109,0.0877
false,false,false,true,109,0.7096
false,false,false,false,109,0.1543
true,true,true,true,110,2.5741
true,true,true,false,110,0.1242
true,false,true,true,110,0.6246
true,false,true,false,110,0.2702
true,false,false,true,110,0.7399
true,false,false,false,110,0.4048
false,true,true,true,110,0.7849
false,true,true,false,110,0.0525
false,true,false,true,110,2.5761
false,true,false,false,110,0.1218
false,false,true,true,110,0.6272
false,false,true,false,110,0.0776
false,false,false,true,110,0.6917
false,false,false,false,110,0.1512
true,true,true,true,111,2.5920
true,true,true,false,111,0.1229
true,false,true,true,111,0.6266
true,false,true,false,111,0.3143
true,false,false,true,111,0.7542
true,false,false,false,111,0.4044
false,true,true,true,111,0.7964
false,true,true,false,111,0.0549
false,true,false,true,111,2.7655
false,true,false,false,111,0.1231
false,false,true,true,111,0.6325
false,false,true,false,111,0.0737
false,false,false,true,111,0.7149
false,false,false,false,111,0.1595
true,true,true,true,112,2.7278
true,true,true,false,112,0.1258
true,false,true,true,112,0.6307
true,false,true,false,112,0.2623
true,false,false,true,112,0.7469
true,false,false,false,112,0.3984
false,true,true,true,112,0.7822
false,true,true,false,112,0.0558
false,true,false,true,112,2.6434
false,true,false,false,112,0.1227
false,false,true,true,112,0.6302
false,false,true,false,112,0.0847
false,false,false,true,112,0.6941
false,false,false,false,112,0.1539
true,true,true,true,113,2.5642
true,true,true,false,113,0.1259
true,false,true,true,113,0.6322
true,false,true,false,113,0.2553
true,false,false,true,113,0.7581
true,false,false,false,113,0.3895
false,true,true,true,113,0.7731
false,true,true,false,113,0.0501
false,true,false,true,113,2.7047
false,true,false,false,113,0.1228
false,false,true,true,113,0.6254
false,false,true,false,113,0.0736
false,false,false,true,113,0.7085
false,false,false,false,113,0.1536
true,true,true,true,114,2.8750
true,true,true,false,114,0.1425
true,false,true,true,114,0.6287
true,false,true,false,114,0.2950
true,false,false,true,114,0.7231
true,false,false,false,114,0.3936
false,true,true,true,114,0.7887
false,true,true,false,114,0.0508
false,true,false,true,114,2.6647
false,true,false,false,114,0.1226
false,false,true,true,114,0.6300
false,false,true,false,114,0.0819
false,false,false,true,114,0.6975
false,false,false,false,114,0.1537
true,true,true,true,115,2.6289
true,true,true,false,115,0.1240
true,false,true,true,115,0.6322
true,false,true,false,115,0.2819
true,false,false,true,115,0.7413
true,false,false,false,115,0.3918
false,true,true,true,115,0.7993
false,true,true,false,115,0.0557
false,true,false,true,115,2.6504
false,true,false,false,115,0.1236
false,false,true,true,115,0.6217
false,false,true,false,115,0.0653
false,false,false,true,115,0.7040
false,false,false,false,115,0.1484
true,true,true,true,116,2.6233
true,true,true,false,116,0.1276
true,false,true,true,116,0.6333
true,false,true,false,116,0.3071
true,false,false,true,116,0.7589
true,false,false,false,116,0.3918
false,true,true,true,116,0.8025
false,true,true,false,116,0.0515
false,true,false,true,116,2.6571
false,true,false,false,116,0.1250
false,false,true,true,116,0.6311
false,false,true,false,116,0.0695
false,false,false,true,116,0.7248
false,false,false,false,116,0.1529
true,true,true,true,117,2.7793
true,true,true,false,117,0.1300
true,false,true,true,117,0.6371
true,false,true,false,117,0.2380
true,false,false,true,117,0.7524
true,false,false,false,117,0.3992
false,true,true,true,117,0.7960
false,true,true,false,117,0.0535
false,true,false,true,117,2.6447
false,true,false,false,117,0.1235
false,false,true,true,117,0.6285
false,false,true,false,117,0.0907
false,false,false,true,117,0.6839
false,false,false,false,117,0.1573
true,true,true,true,118,2.6314
true,true,true,false,118,0.1212
true,false,true,true,118,0.6302
true,false,true,false,118,0.2941
true,false,false,true,118,0.7539
true,false,false,false,118,0.3972
false,true,true,true,118,0.7934
false,true,true,false,118,0.0532
false,true,false,true,118,3.0105
false,true,false,false,118,0.1230
false,false,true,true,118,0.6233
false,false,true,false,118,0.0741
false,false,false,true,118,0.7090
false,false,false,false,118,0.1482
true,true,true,true,119,2.8388
true,true,true,false,119,0.1218
true,false,true,true,119,0.6294
true,false,true,false,119,0.2784
true,false,false,true,119,0.7418
true,false,false,false,119,0.3893
false,true,true,true,119,0.7919
false,true,true,false,119,0.0520
false,true,false,true,119,2.6255
false,true,false,false,119,0.1244
false,false,true,true,119,0.6257
false,false,true,false,119,0.0761
false,false,false,true,119,0.7027
false,false,false,false,119,0.1614
true,true,true,true,120,2.5642
true,true,true,false,120,0.1265
true,false,true,true,120,0.6271
true,false,true,false,120,0.2927
true,false,false,true,120,0.7481
true,false,false,false,120,0.4054
false,true,true,true,120,0.8181
false,true,true,false,120,0.0558
false,true,false,true,120,2.6474
false,true,false,false,120,0.1221
false,false,true,true,120,0.6248
false,false,true,false,120,0.0712
false,false,false,true,120,0.7127
false,false,false,false,120,0.1580
true,true,true,true,121,2.7028
true,true,true,false,121,0.1247
true,false,true,true,121,0.6357
true,false,true,false,121,0.2871
true,false,false,true,121,0.7220
true,false,false,false,121,0.3885
false,true,true,true,121,0.7951
false,true,true,false,121,0.0516
false,true,false,true,121,2.5806
false,true,false,false,121,0.1222
false,false,true,true,121,0.6282
false,false,true,false,121,0.0716
false,false,false,true,121,0.7172
false,false,false,false,121,0.1608
true,true,true,true,122,2.6783
true,true,true,false,122,0.1222
true,false,true,true,122,0.6330
true,false,true,false,122,0.3173
true,false,false,true,122,0.7467
true,false,false,false,122,0.3795
false,true,true,true,122,0.7847
false,true,true,false,122,0.0553
false,true,false,true,122,2.9325
false,true,false,false,122,0.1245
false,false,true,true,122,0.6275
false,false,true,false,122,0.0777
false,false,false,true,122,0.6822
false,false,false,false,122,0.1554
true,true,true,true,123,2.6113
true,true,true,false,123,0.1231
true,false,true,true,123,0.6338
true,false,true,false,123,0.3141
true,false,false,true,123,0.7649
true,false,false,false,123,0.3766
false,true,true,true,123,0.7972
false,true,true,false,123,0.0524
false,true,false,true,123,2.6556
false,true,false,false,123,0.1316
false,false,true,true,123,0.6215
false,false,true,false,123,0.0752
false,false,false,true,123,0.7115
false,false,false,false,123,0.1540
true,true,true,true,124,2.6267
true,true,true,false,124,0.1243
true,false,true,true,124,0.6281
true,false,true,false,124,0.2965
true,false,false,true,124,0.7544
true,false,false,false,124,0.3949
false,true,true,true,124,0.7897
false,true,true,false,124,0.0535
false,true,false,true,124,2.5955
false,true,false,false,124,0.1196
false,false,true,true,124,0.6305
false,false,true,false,124,0.0794
false,false,false,true,124,0.7063
false,false,false,false,124,0.1559
true,true,true,true,125,2.6512
true,true,true,false,125,0.1230
true,false,true,true,125,0.6304
true,false,true,false,125,0.2906
true,false,false,true,125,0.7374
true,false,false,false,125,0.3888
false,true,true,true,125,0.7812
false,true,true,false,125,0.0521
false,true,false,true,125,2.7234
false,true,false,false,125,0.1250
false,false,true,true,125,0.6288
false,false,true,false,125,0.0705
false,false,false,true,125,0.7146
false,false,false,false,125,0.1554
true,true,true,true,126,2.7542
true,true,true,false,126,0.1289
true,false,true,true,126,0.6307
true,false,true,false,126,0.2852
true,false,false,true,126,0.7506
true,false,false,false,126,0.3995
false,true,true,true,126,0.8015
false,true,true,false,126,0.0544
false,true,false,true,126,2.8401
false,true,false,false,126,0.1233
false,false,true,true,126,0.6277
false,false,true,false,126,0.0800
false,false,false,true,126,0.7073
false,false,false,false,126,0.1534
true,true,true,true,127,2.6063
true,true,true,false,127,0.1234
true,false,true,true,127,0.6262
true,false,true,false,127,0.2774
true,false,false,true,127,0.7423
true,false,false,false,127,0.3885
false,true,true,true,127,0.7782
false,true,true,false,127,0.0495
false,true,false,true,127,2.5692
false,true,false,false,127,0.1227
false,false,true,true,127,0.6235
false,false,true,false,127,0.0730
false,false,false,true,127,0.7214
false,false,false,false,127,0.1616
true,true,true,true,128,2.7019
true,true,true,false,128,0.1284
true,false,true,true,128,0.6317
true,false,true,false,128,0.2585
true,false,false,true,128,0.7328
true,false,false,false,128,0.4023
false,true,true,true,128,0.7855
false,true,true,false,128,0.0511
false,true,false,true,128,2.5803
false,true,false,false,128,0.1211
false,false,true,true,128,0.6237
false,false,true,false,128,0.0936
false,false,false,true,128,0.7052
false,false,false,false,128,0.1557
true,true,true,true,129,2.6434
true,true,true,false,129,0.1260
true,false,true,true,129,0.6333
true,false,true,false,129,0.2666
true,false,false,true,129,0.7380
true,false,false,false,129,0.3949
false,true,true,true,129,0.7991
false,true,true,false,129,0.0532
false,true,false,true,129,2.8585
false,true,false,false,129,0.1274
false,false,true,true,129,0.6269
false,false,true,false,129,0.0865
false,false,false,true,129,0.6991
false,false,false,false,129,0.1590
true,true,true,true,130,2.6902
true,true,true,false,130,0.1314
true,false,true,true,130,0.6327
true,false,true,false,130,0.3102
true,false,false,true,130,0.7433
true,false,false,false,130,0.3887
false,true,true,true,130,0.7574
false,true,true,false,130,0.0503
false,true,false,true,130,2.6505
false,true,false,false,130,0.1238
false,false,true,true,130,0.6294
false,false,true,false,130,0.0738
false,false,false,true,130,0.6881
false,false,false,false,130,0.1455
true,true,true,true,131,2.6362
true,true,true,false,131,0.1282
true,false,true,true,131,0.6621
true,false,true,false,131,0.2744
true,false,false,true,131,0.7273
true,false,false,false,131,0.3948
false,true,true,true,131,0.8096
false,true,true,false,131,0.0502
false,true,false,true,131,2.6056
false,true,false,false,131,0.1244
false,false,true,true,131,0.6252
false,false,true,false,131,0.0866
false,false,false,true,131,0.6836
false,false,false,false,131,0.1435
true,true,true,true,132,2.5714
true,true,true,false,132,0.1251
true,false,true,true,132,0.6252
true,false,true,false,132,0.2880
true,false,false,true,132,0.7328
true,false,false,false,132,0.3946
false,true,true,true,132,0.7854
false,true,true,false,132,0.0561
false,true,false,true,132,2.7450
false,true,false,false,132,0.1220
false,false,true,true,132,0.6260
false,false,true,false,132,0.0787
