use_async,use_mmap,use_parallel,cold_cache,repeat,duration
false,false,false,true,20,0.6924
false,false,false,false,20,0.1508
true,true,true,true,21,2.6756
true,true,true,false,21,0.1245
true,false,true,true,21,0.6231
true,false,true,false,21,0.2408
true,false,false,true,21,0.7523
true,false,false,false,21,0.4031
false,true,true,true,21,0.7890
false,true,true,false,21,0.0548
false,true,false,true,21,3.1362
false,true,false,false,21,0.1300
false,false,true,true,21,0.6230
false,false,true,false,21,0.0730
false,false,false,true,21,0.7104
false,false,false,false,21,0.1619
true,true,true,true,22,2.7788
true,true,true,false,22,0.1237
true,false,true,true,22,0.6278
true,false,true,false,22,0.2339
true,false,false,true,22,1.2202
true,false,false,false,22,0.4082
false,true,true,true,22,0.7861
false,true,true,false,22,0.0554
false,true,false,true,22,2.7510
false,true,false,false,22,0.1222
false,false,true,true,22,0.6264
false,false,true,false,22,0.0713
false,false,false,true,22,0.7240
false,false,false,false,22,0.1641
true,true,true,true,23,2.6519
true,true,true,false,23,0.1209
true,false,true,true,23,0.6297
true,false,true,false,23,0.2657
true,false,false,true,23,0.7424
true,false,false,false,23,0.3891
false,true,true,true,23,0.7867
false,true,true,false,23,0.0518
false,true,false,true,23,2.6827
false,true,false,false,23,0.1204
false,false,true,true,23,0.6246
false,false,true,false,23,0.0800
false,false,false,true,23,0.7444
false,false,false,false,23,0.1634
true,true,true,true,24,2.8985
true,true,true,false,24,0.1262
true,false,true,true,24,0.6376
true,false,true,false,24,0.2489
true,false,false,true,24,0.7394
true,false,false,false,24,0.3997
false,true,true,true,24,0.7932
false,true,true,false,24,0.0520
false,true,false,true,24,2.8158
false,true,false,false,24,0.1224
false,false,true,true,24,0.6240
false,false,true,false,24,0.0782
false,false,false,true,24,0.6967
false,false,false,false,24,0.1674
true,true,true,true,25,2.9938
true,true,true,false,25,0.1282
true,false,true,true,25,0.6306
true,false,true,false,25,0.2485
true,false,false,true,25,0.7405
true,false,false,false,25,0.3950
false,true,true,true,25,0.7860
false,true,true,false,25,0.0635
false,true,false,true,25,2.6157
false,true,false,false,25,0.1228
false,false,true,true,25,0.6261
false,false,true,false,25,0.0821
false,false,false,true,25,0.7062
false,false,false,false,25,0.1499
true,true,true,true,26,2.6428
true,true,true,false,26,0.1324
true,false,true,true,26,0.6290
true,false,true,false,26,0.3161
true,false,false,true,26,0.7393
true,false,false,false,26,0.3847
false,true,true,true,26,0.7621
false,true,true,false,26,0.0523
false,true,false,true,26,2.6345
false,true,false,false,26,0.1289
false,false,true,true,26,0.6277
false,false,true,false,26,0.0794
false,false,false,true,26,0.6903
false,false,false,false,26,0.1626
true,true,true,true,27,2.6251
true,true,true,false,27,0.1253
true,false,true,true,27,0.6314
true,false,true,false,27,0.2686
true,false,false,true,27,0.7409
true,false,false,false,27,0.3987
false,true,true,true,27,0.9250
false,true,true,false,27,0.0513
false,true,false,true,27,2.6191
false,true,false,false,27,0.1214
false,false,true,true,27,0.6247
false,false,true,false,27,0.0803
false,false,false,true,27,0.7066
false,false,false,false,27,0.1497
true,true,true,true,28,2.7166
true,true,true,false,28,0.1242
true,false,true,true,28,0.6303
true,false,true,false,28,0.2901
true,false,false,true,28,0.7561
true,false,false,false,28,0.4215
false,true,true,true,28,0.7749
false,true,true,false,28,0.0583
false,true,false,true,28,2.7545
false,true,false,false,28,0.1254
false,false,true,true,28,0.6192
false,false,true,false,28,0.0795
false,false,false,true,28,0.7081
false,false,false,false,28,0.1626
true,true,true,true,29,2.6707
true,true,true,false,29,0.1247
true,false,true,true,29,0.6351
true,false,true,false,29,0.2486
true,false,false,true,29,0.7655
true,false,false,false,29,0.3918
false,true,true,true,29,0.7893
false,true,true,false,29,0.0636
false,true,false,true,29,2.6436
false,true,false,false,29,0.1227
false,false,true,true,29,0.6275
false,false,true,false,29,0.0784
false,false,false,true,29,0.6924
false,false,false,false,29,0.1508
true,true,true,true,30,2.5972
true,true,true,false,30,0.1259
true,false,true,true,30,0.6273
true,false,true,false,30,0.2827
true,false,false,true,30,0.7379
true,false,false,false,30,0.3976
false,true,true,true,30,0.7720
false,true,true,false,30,0.0512
false,true,false,true,30,2.6062
false,true,false,false,30,0.1250
false,false,true,true,30,0.6311
false,false,true,false,30,0.0852
false,false,false,true,30,0.7227
false,false,false,false,30,0.1711
true,true,true,true,31,2.8176
true,true,true,false,31,0.1227
true,false,true,true,31,0.6285
true,false,true,false,31,0.2382
true,false,false,true,31,0.7569
true,false,false,false,31,0.3990
false,true,true,true,31,0.7786
false,true,true,false,31,0.0546
false,true,false,true,31,2.6405
false,true,false,false,31,0.1227
false,false,true,true,31,0.6243
false,false,true,false,31,0.0805
false,false,false,true,31,1.6857
false,false,false,false,31,0.1475
true,true,true,true,32,2.6255
true,true,true,false,32,0.1317
true,false,true,true,32,0.6235
true,false,true,false,32,0.2644
true,false,false,true,32,0.7585
true,false,false,false,32,0.4107
false,true,true,true,32,0.7899
false,true,true,false,32,0.0607
false,true,false,true,32,2.7594
false,true,false,false,32,0.1229
false,false,true,true,32,0.6220
false,false,true,false,32,0.0757
false,false,false,true,32,0.7115
false,false,false,false,32,0.1646
true,true,true,true,33,3.0664
true,true,true,false,33,0.1259
true,false,true,true,33,0.6271
true,false,true,false,33,0.2311
true,false,false,true,33,0.7574
true,false,false,false,33,0.3964
false,true,true,true,33,0.7690
false,true,true,false,33,0.0615
false,true,false,true,33,3.0728
false,true,false,false,33,0.1290
false,false,true,true,33,0.6266
false,false,true,false,33,0.0851
false,false,false,true,33,0.7061
false,false,false,false,33,0.1618
true,true,true,true,34,2.8192
true,true,true,false,34,0.1246
true,false,true,true,34,0.6257
true,false,true,false,34,0.2495
true,false,false,true,34,1.8558
true,false,false,false,34,0.3942
false,true,true,true,34,0.7936
false,true,true,false,34,0.0552
false,true,false,true,34,2.6768
false,true,false,false,34,0.1228
false,false,true,true,34,0.6201
false,false,true,false,34,0.0694
false,false,false,true,34,0.7022
false,false,false,false,34,0.1468
true,true,true,true,35,2.8211
true,true,true,false,35,0.1262
true,false,true,true,35,0.6281
true,false,true,false,35,0.2311
true,false,false,true,35,0.7336
true,false,false,false,35,0.3904
false,true,true,true,35,0.7864
false,true,true,false,35,0.0528
false,true,false,true,35,2.6082
false,true,false,false,35,0.1224
false,false,true,true,35,0.6222
false,false,true,false,35,0.0749
false,false,false,true,35,0.7177
false,false,false,false,35,0.1602
true,true,true,true,36,2.7676
true,true,true,false,36,0.1268
true,false,true,true,36,0.6279
true,false,true,false,36,0.2207
true,false,false,true,36,0.7260
true,false,false,false,36,0.3899
false,true,true,true,36,0.7697
false,true,true,false,36,0.0619
false,true,false,true,36,2.8121
false,true,false,false,36,0.1223
false,false,true,true,36,0.6238
false,false,true,false,36,0.0829
false,false,false,true,36,0.7078
false,false,false,false,36,0.1556
true,true,true,true,37,2.6891
true,true,true,false,37,0.1228
true,false,true,true,37,0.6272
true,false,true,false,37,0.2377
true,false,false,true,37,0.7755
true,false,false,false,37,0.3744
false,true,true,true,37,0.8279
false,true,true,false,37,0.0566
false,true,false,true,37,2.8375
false,true,false,false,37,0.1229
false,false,true,true,37,0.6241
false,false,true,false,37,0.0746
false,false,false,true,37,0.7090
false,false,false,false,37,0.1591
true,true,true,true,38,2.6563
true,true,true,false,38,0.1246
true,false,true,true,38,0.6274
true,false,true,false,38,0.2679
true,false,false,true,38,0.7249
true,false,false,false,38,0.3914
false,true,true,true,38,0.7804
false,true,true,false,38,0.0526
false,true,false,true,38,3.0253
false,true,false,false,38,0.1325
false,false,true,true,38,0.6246
false,false,true,false,38,0.0729
false,false,false,true,38,0.7029
false,false,false,false,38,0.1627
true,true,true,true,39,2.7346
true,true,true,false,39,0.1309
true,false,true,true,39,0.6220
true,false,true,false,39,0.2419
true,false,false,true,39,0.7526
true,false,false,false,39,0.3938
false,true,true,true,39,0.7764
false,true,true,false,39,0.0687
false,true,false,true,39,2.8089
false,true,false,false,39,0.1312
false,false,true,true,39,0.6198
false,false,true,false,39,0.0778
false,false,false,true,39,0.7097
false,false,false,false,39,0.1539
true,true,true,true,40,2.7881
true,true,true,false,40,0.1259
true,false,true,true,40,0.6300
true,false,true,false,40,0.2936
true,false,false,true,40,0.7497
true,false,false,false,40,0.3958
false,true,true,true,40,0.7959
false,true,true,false,40,0.0535
false,true,false,true,40,2.6451
false,true,false,false,40,0.1241
false,false,true,true,40,0.6232
false,false,true,false,40,0.0735
false,false,false,true,40,0.7138
false,false,false,false,40,0.1564
true,true,true,true,41,2.8623
true,true,true,false,41,0.1263
true,false,true,true,41,0.6278
true,false,true,false,41,0.2587
true,false,false,true,41,0.7514
true,false,false,false,41,0.3896
false,true,true,true,41,0.7964
false,true,true,false,41,0.0566
false,true,false,true,41,2.6182
false,true,false,false,41,0.1280
false,false,true,true,41,0.6247
false,false,true,false,41,0.0776
false,false,false,true,41,0.7023
false,false,false,false,41,0.1621
true,true,true,true,42,2.8050
true,true,true,false,42,0.1289
true,false,true,true,42,0.6233
true,false,true,false,42,0.2752
true,false,false,true,42,0.7489
true,false,false,false,42,0.4073
false,true,true,true,42,0.7827
false,true,true,false,42,0.0548
false,true,false,true,42,2.9569
false,true,false,false,42,0.1241
false,false,true,true,42,0.6284
false,false,true,false,42,0.0750
false,false,false,true,42,0.6974
false,false,false,false,42,0.1564
true,true,true,true,43,3.9624
true,true,true,false,43,0.1249
true,false,true,true,43,0.6308
true,false,true,false,43,0.2539
true,false,false,true,43,0.7503
true,false,false,false,43,0.3970
false,true,true,true,43,0.7959
false,true,true,false,43,0.0510
false,true,false,true,43,2.6716
false,true,false,false,43,0.1249
false,false,true,true,43,0.6205
false,false,true,false,43,0.0726
false,false,false,true,43,0.6964
false,false,false,false,43,0.1448
true,true,true,true,44,2.7963
true,true,true,false,44,0.1291
true,false,true,true,44,0.6263
true,false,true,false,44,0.2796
true,false,false,true,44,0.7710
true,false,false,false,44,0.4021
false,true,true,true,44,0.7776
false,true,true,false,44,0.0515
false,true,false,true,44,2.5868
false,true,false,false,44,0.1229
false,false,true,true,44,0.6261
false,false,true,false,44,0.0806
false,false,false,true,44,0.7063
false,false,false,false,44,0.1627
true,true,true,true,45,2.7358
true,true,true,false,45,0.1249
true,false,true,true,45,0.6327
true,false,true,false,45,0.2798
true,false,false,true,45,0.7380
true,false,false,false,45,0.3937
false,true,true,true,45,0.7800
false,true,true,false,45,0.0531
false,true,false,true,45,2.7393
false,true,false,false,45,0.1223
false,false,true,true,45,0.6227
false,false,true,false,45,0.0631
false,false,false,true,45,0.7104
false,false,false,false,45,0.1615
true,true,true,true,46,2.5812
true,true,true,false,46,0.1258
true,false,true,true,46,0.6307
true,false,true,false,46,0.2461
true,false,false,true,46,0.7461
true,false,false,false,46,0.3872
false,true,true,true,46,0.8057
false,true,true,false,46,0.0504
false,true,false,true,46,2.7472
false,true,false,false,46,0.1255
false,false,true,true,46,0.6278
false,false,true,false,46,0.0812
false,false,false,true,46,0.7059
false,false,false,false,46,0.1568
true,true,true,true,47,2.6277
true,true,true,false,47,0.1243
true,false,true,true,47,0.6266
true,false,true,false,47,0.2620
true,false,false,true,47,0.7458
true,false,false,false,47,0.4094
false,true,true,true,47,0.7615
false,true,true,false,47,0.0609
false,true,false,true,47,2.9117
false,true,false,false,47,0.1245
false,false,true,true,47,0.6219
false,false,true,false,47,0.0819
false,false,false,true,47,0.7017
false,false,false,false,47,0.1610
true,true,true,true,48,2.6302
true,true,true,false,48,0.1299
true,false,true,true,48,0.6335
true,false,true,false,48,0.2548
true,false,false,true,48,0.7529
true,false,false,false,48,0.3862
false,true,true,true,48,0.7743
false,true,true,false,48,0.0642
false,true,false,true,48,2.6192
false,true,false,false,48,0.1238
false,false,true,true,48,0.6253
false,false,true,false,48,0.0776
false,false,false,true,48,0.7217
false,false,false,false,48,0.1622
true,true,true,true,49,2.6605
true,true,true,false,49,0.1237
true,false,true,true,49,0.6344
true,false,true,false,49,0.2913
true,false,false,true,49,0.7411
true,false,false,false,49,0.3816
false,true,true,true,49,0.7708
false,true,true,false,49,0.0560
false,true,false,true,49,2.5941
false,true,false,false,49,0.1244
false,false,true,true,49,0.6281
false,false,true,false,49,0.0778
false,false,false,true,49,0.6946
false,false,false,false,49,0.1619
true,true,true,true,50,2.8058
true,true,true,false,50,0.1235
true,false,true,true,50,0.6278
true,false,true,false,50,0.2532
true,false,false,true,50,0.7320
true,false,false,false,50,0.3872
false,true,true,true,50,0.7871
false,true,true,false,50,0.0524
false,true,false,true,50,2.5667
false,true,false,false,50,0.1234
false,false,true,true,50,0.6271
false,false,true,false,50,0.0722
false,false,false,true,50,0.7122
false,false,false,false,50,0.1558
true,true,true,true,51,2.6151
true,true,true,false,51,0.1256
true,false,true,true,51,0.6337
true,false,true,false,51,0.2819
true,false,false,true,51,0.7773
true,false,false,false,51,0.3626
false,true,true,true,51,0.7759
false,true,true,false,51,0.0580
false,true,false,true,51,2.8173
false,true,false,false,51,0.1288
false,false,true,true,51,0.6274
false,false,true,false,51,0.0771
false,false,false,true,51,0.7089
false,false,false,false,51,0.1563
true,true,true,true,52,2.6986
true,true,true,false,52,0.1250
true,false,true,true,52,0.6270
true,false,true,false,52,0.2701
true,false,false,true,52,0.7533
true,false,false,false,52,0.4021
false,true,true,true,52,0.7734
false,true,true,false,52,0.0533
false,true,false,true,52,2.6658
false,true,false,false,52,0.1247
false,false,true,true,52,0.6216
false,false,true,false,52,0.0689
false,false,false,true,52,0.7110
false,false,false,false,52,0.1560
true,true,true,true,53,2.6743
true,true,true,false,53,0.1314
true,false,true,true,53,0.6293
true,false,true,false,53,0.2413
true,false,false,true,53,0.7561
true,false,false,false,53,0.3948
false,true,true,true,53,0.7714
false,true,true,false,53,0.0587
false,true,false,true,53,4.8894
false,true,false,false,53,0.1213
false,false,true,true,53,0.6257
false,false,true,false,53,0.0738
false,false,false,true,53,0.7104
false,false,false,false,53,0.1530
true,true,true,true,54,2.5813
true,true,true,false,54,0.1234
true,false,true,true,54,0.6344
true,false,true,false,54,0.2682
true,false,false,true,54,0.7518
true,false,false,false,54,0.3918
false,true,true,true,54,0.7990
false,true,true,false,54,0.0520
false,true,false,true,54,2.6023
false,true,false,false,54,0.1314
false,false,true,true,54,0.6253
false,false,true,false,54,0.0728
false,false,false,true,54,0.7084
false,false,false,false,54,0.1617
true,true,true,true,55,2.5954
true,true,true,false,55,0.1261
true,false,true,true,55,0.6269
true,false,true,false,55,0.2997
true,false,false,true,55,0.7205
true,false,false,false,55,0.3843
false,true,true,true,55,0.7985
false,true,true,false,55,0.0567
false,true,false,true,55,2.5821
false,true,false,false,55,0.1236
false,false,true,true,55,0.6384
false,false,true,false,55,0.0892
false,false,false,true,55,0.6905
false,false,false,false,55,0.1463
true,true,true,true,56,2.7472
true,true,true,false,56,0.1260
true,false,true,true,56,0.6299
true,false,true,false,56,0.2735
true,false,false,true,56,0.7596
true,false,false,false,56,0.3995
false,true,true,true,56,0.7867
false,true,true,false,56,0.0505
false,true,false,true,56,2.6312
false,true,false,false,56,0.1271
false,false,true,true,56,0.6301
false,false,true,false,56,0.0744
false,false,false,true,56,0.7089
false,false,false,false,56,0.1556
true,true,true,true,57,2.6091
true,true,true,false,57,0.1226
true,false,true,true,57,0.6303
true,false,true,false,57,0.2999
true,false,false,true,57,0.7370
true,false,false,false,57,0.3882
false,true,true,true,57,0.7819
false,true,true,false,57,0.0535
false,true,false,true,57,2.7255
false,true,false,false,57,0.1264
false,false,true,true,57,0.6255
false,false,true,false,57,0.0789
false,false,false,true,57,0.7169
false,false,false,false,57,0.1523
true,true,true,true,58,2.8373
true,true,true,false,58,0.1240
true,false,true,true,58,0.6419
true,false,true,false,58,0.2576
true,false,false,true,58,0.7754
true,false,false,false,58,0.3749
false,true,true,true,58,0.7785
false,true,true,false,58,0.0559
false,true,false,true,58,2.6759
false,true,false,false,58,0.1210
false,false,true,true,58,0.6284
false,false,true,false,58,0.0831
false,false,false,true,58,0.7045
false,false,false,false,58,0.1521
true,true,true,true,59,2.6486
true,true,true,false,59,0.1221
true,false,true,true,59,0.6302
true,false,true,false,59,0.2928
true,false,false,true,59,0.7091
true,false,false,false,59,0.3922
false,true,true,true,59,0.7757
false,true,true,false,59,0.0569
false,true,false,true,59,2.6260
false,true,false,false,59,0.1208
false,false,true,true,59,0.6271
false,false,true,false,59,0.0858
false,false,false,true,59,0.7042
false,false,false,false,59,0.1542
true,true,true,true,60,2.6528
true,true,true,false,60,0.1223
true,false,true,true,60,0.6267
true,false,true,false,60,0.2570
true,false,false,true,60,0.7498
true,false,false,false,60,0.3919
false,true,true,true,60,0.7905
false,true,true,false,60,0.0599
false,true,false,true,60,2.7706
false,true,false,false,60,0.1231
false,false,true,true,60,0.6306
false,false,true,false,60,0.0855
false,false,false,true,60,0.7062
false,false,false,false,60,0.1524
true,true,true,true,61,2.7112
true,true,true,false,61,0.1252
true,false,true,true,61,0.6325
true,false,true,false,61,0.2904
true,false,false,true,61,0.7312
true,false,false,false,61,0.3940
false,true,true,true,61,0.7887
false,true,true,false,61,0.0523
false,true,false,true,61,2.7441
false,true,false,false,61,0.1217
false,false,true,true,61,0.6222
false,false,true,false,61,0.0706
false,false,false,true,61,0.7185
false,false,false,false,61,0.1580
true,true,true,true,62,2.8085
true,true,true,false,62,0.1265
true,false,true,true,62,0.6272
true,false,true,false,62,0.2506
true,false,false,true,62,0.7568
true,false,false,false,62,0.4059
false,true,true,true,62,0.7949
false,true,true,false,62,0.0556
false,true,false,true,62,2.8505
false,true,false,false,62,0.1224
false,false,true,true,62,0.6265
false,false,true,false,62,0.0812
false,false,false,true,62,0.6992
false,false,false,false,62,0.1586
true,true,true,true,63,2.9377
true,true,true,false,63,0.1222
true,false,true,true,63,0.6299
true,false,true,false,63,0.2462
true,false,false,true,63,0.7453
true,false,false,false,63,0.3991
false,true,true,true,63,0.7589
false,true,true,false,63,0.0537
false,true,false,true,63,2.5776
false,true,false,false,63,0.1215
false,false,true,true,63,0.6249
false,false,true,false,63,0.0739
false,false,false,true,63,0.7126
false,false,false,false,63,0.1491
true,true,true,true,64,2.6987
true,true,true,false,64,0.1218
true,false,true,true,64,0.6278
true,false,true,false,64,0.2832
true,false,false,true,64,0.7363
true,false,false,false,64,0.4037
false,true,true,true,64,1.8292
false,true,true,false,64,0.0552
false,true,false,true,64,2.5382
false,true,false,false,64,0.1226
false,false,true,true,64,0.6267
false,false,true,false,64,0.0689
false,false,false,true,64,0.7066
false,false,false,false,64,0.1457
true,true,true,true,65,2.5640
true,true,true,false,65,0.1207
true,false,true,true,65,0.6340
true,false,true,false,65,0.2976
true,false,false,true,65,0.7702
true,false,false,false,65,0.3959
false,true,true,true,65,0.7914
false,true,true,false,65,0.0572
false,true,false,true,65,2.5600
false,true,false,false,65,0.1204
false,false,true,true,65,0.6227
false,false,true,false,65,0.0826
false,false,false,true,65,0.7040
false,false,false,false,65,0.1518
true,true,true,true,66,2.5661
true,true,true,false,66,0.1239
true,false,true,true,66,0.6287
true,false,true,false,66,0.2876
true,false,false,true,66,0.7353
